1.090000000000000080e+00,2.373999999999999666e+00,3.353599999999999426e+01,6.509459459459458752e-02,6.416216216216215351e-02,2.945945945945946040e-02,9.063783783783782022e-01
2.282000000000000028e+00,1.517000000000000126e+00,2.420299999999999940e+01,-9.861428571428572376e-02,5.417857142857143010e-02,8.150000000000000300e-02,8.643928571428570740e-01
4.460000000000000075e-01,2.093999999999999861e+00,3.545899999999999608e+01,1.706315789473684397e-01,5.510526315789473356e-02,1.173684210526315837e-02,9.331315789473683120e-01
2.772000000000000686e+00,1.820000000000000062e+00,2.040800000000000125e+01,-1.505120000000000069e-01,7.280000000000000360e-02,1.108800000000000341e-01,8.163200000000000456e-01
7.270000000000000906e-01,3.220000000000000195e+00,2.605300000000000438e+01,1.771500000000000019e-01,1.073333333333333361e-01,2.423333333333333589e-02,8.684333333333335014e-01
2.256000000000000227e+00,1.751000000000000334e+00,2.499200000000000088e+01,-6.443103448275860901e-02,6.037931034482759557e-02,7.779310344827586321e-02,8.617931034482758657e-01
2.356000000000000316e+00,1.650000000000000133e+00,4.299499999999999744e+01,-4.888723404255321953e-02,3.510638297872340635e-02,5.012765957446808918e-02,9.147872340425531323e-01
5.600000000000000533e-01,1.320000000000000062e+00,1.312000000000000099e+01,1.076666666666666744e-01,8.800000000000000877e-02,3.733333333333333642e-02,8.746666666666667034e-01
9.379999999999999449e-01,4.859999999999999876e-01,9.576000000000000512e+00,-2.291454545454545411e-01,4.418181818181818321e-02,8.527272727272726394e-02,8.705454545454546222e-01
2.355999999999999872e+00,2.995000000000000551e+00,2.864599999999999724e+01,7.674117647058822933e-02,8.808823529411766162e-02,6.929411764705882548e-02,8.425294117647057490e-01
8.400000000000000799e-01,8.190000000000000613e-01,2.034299999999999997e+01,-3.514999999999999375e-02,3.722727272727272690e-02,3.818181818181818482e-02,9.246818181818181603e-01
1.465000000000000080e+00,1.222000000000000197e+00,3.131500000000000128e+01,-1.038823529411765124e-02,3.594117647058824028e-02,4.308823529411764941e-02,9.210294117647058743e-01
1.369999999999999885e+00,4.553999999999999382e+00,2.507400000000000162e+01,1.666903225806452005e-01,1.469032258064515983e-01,4.419354838709677047e-02,8.088387096774194429e-01
1.993000000000000105e+00,9.969999999999999973e-01,1.901200000000000045e+01,-1.824999999999999956e-01,4.531818181818181995e-02,9.059090909090909693e-02,8.641818181818181621e-01
3.422000000000000153e+00,2.488000000000000433e+00,4.108700000000000330e+01,-9.759148936170213007e-02,5.293617021276596918e-02,7.280851063829787972e-02,8.741914893617022120e-01
8.409999999999999698e-01,1.909999999999999920e+00,3.324699999999999278e+01,8.156944444444445830e-02,5.305555555555555025e-02,2.336111111111111027e-02,9.235277777777776143e-01
2.969999999999999862e-01,2.854999999999999982e+00,3.484800000000000608e+01,2.186210526315789660e-01,7.513157894736842424e-02,7.815789473684209981e-03,9.170526315789475635e-01
3.060999999999999943e+00,9.969999999999999973e-01,1.994200000000000017e+01,-2.154791666666666383e-01,4.154166666666666424e-02,1.275416666666666643e-01,8.309166666666666368e-01
3.370000000000000218e-01,2.910000000000000364e-01,5.371999999999999886e+00,-6.308333333333332460e-02,4.850000000000000838e-02,5.616666666666667029e-02,8.953333333333333144e-01
2.777000000000000135e+00,4.652000000000000135e+00,6.056999999999999318e+01,2.482647058823528319e-02,6.841176470588235248e-02,4.083823529411764741e-02,8.907352941176469585e-01
1.689999999999999836e-01,7.920000000000000373e-01,1.203899999999999793e+01,1.323230769230769321e-01,6.092307692307692701e-02,1.299999999999999940e-02,9.260769230769229088e-01
1.498000000000000220e+00,2.627999999999999670e+00,2.287299999999999756e+01,1.308111111111111557e-01,9.733333333333332726e-02,5.548148148148149272e-02,8.471481481481480946e-01
3.200000000000000178e+00,3.588000000000000078e+00,3.021400000000000219e+01,2.105405405405395749e-03,9.697297297297297058e-02,8.648648648648649129e-02,8.165945945945946027e-01
7.860000000000001430e-01,4.452000000000000846e+00,4.676199999999999335e+01,2.037807692307692375e-01,8.561538461538463485e-02,1.511538461538461733e-02,8.992692307692305986e-01
2.858000000000000540e+00,2.469000000000000306e+00,5.967299999999999471e+01,6.569230769230739340e-04,3.798461538461538750e-02,4.396923076923077434e-02,9.180461538461537341e-01
8.320999999999999730e+00,1.543400000000000105e+01,1.502450000000000898e+02,6.304999999999996718e-02,8.870114942528736779e-02,4.782183908045976872e-02,8.634770114942533770e-01
3.200000000000000178e+00,3.588000000000000078e+00,3.021400000000000219e+01,2.105405405405395749e-03,9.697297297297297058e-02,8.648648648648649129e-02,8.165945945945946027e-01
1.103000000000000203e+00,2.437000000000000721e+00,4.246100000000000563e+01,1.038130434782608552e-01,5.297826086956523156e-02,2.397826086956522315e-02,9.230652173913044267e-01
2.037999999999999812e+00,6.109999999999999876e-01,2.435099999999999554e+01,-1.365703703703703698e-01,2.262962962962962801e-02,7.548148148148146885e-02,9.018888888888887401e-01
3.509999999999999787e-01,2.602999999999999758e+00,2.704699999999999704e+01,1.831312500000000509e-01,8.134374999999999245e-02,1.096874999999999933e-02,8.452187499999999076e-01
1.587999999999999856e+00,1.080999999999999961e+00,1.533099999999999774e+01,-1.007833333333333498e-01,6.005555555555555647e-02,8.822222222222221577e-02,8.517222222222220473e-01
1.235999999999999988e+00,2.302000000000000490e+00,3.346199999999999619e+01,1.038189189189189232e-01,6.221621621621623022e-02,3.340540540540540282e-02,9.043783783783783115e-01
